,Source,Source duplicate client#,Client #,SQL_ClientIdSubId,Client Group,SQL_Client Group,Client Name,SQL_Client Name,Address,SQL_Address,City,SQL_City,State,SQL_State,ZipCode,SQL_ZipCode,Year End,SQL_Year End,Eng Ltr Fees if Inlcluded,SQL_Eng Ltr Fees if Inlcluded,Tax Eng Ltr Type,SQL_Tax Eng Ltr Type,States/Localities,SQL_States/Localities,Changes in States/Localities,SQL_Changes in States/Localities,AA Eng Ltr Type,SQL_AA Eng Ltr Type,AA Financial Framework (FF),SQL_AA Financial Framework (FF),AA Departure from FF?,SQL_AA Departure from FF?,AA Not Independent?,SQL_AA Not Independent?,Eng Ltr Contact,SQL_Eng Ltr Contact,Eng Ltr Contact Email,SQL_Eng Ltr Contact Email,OS Client,SQL_OS Client,CAL Contact,SQL_CAL Contact,CAL Contact Email,SQL_CAL Contact Email,CAL Contact 2,SQL_CAL Contact 2,CAL Contact Email 2,SQL_CAL Contact Email 2,Depreciation Schedule Sent w/ CAL?,SQL_Depreciation Schedule Sent w/ CAL?,"Other Comments, Changes, etc.","SQL_Other Comments, Changes, etc.",Primary,SQL_Primary,Status Client Group,Status Client Name,Status Address,Status City,Status State,Status ZipCode,Status Year End,Status Eng Ltr Fees if Inlcluded,Status Tax Eng Ltr Type,Status States/Localities,Status Changes in States/Localities,Status AA Eng Ltr Type,Status AA Financial Framework (FF),Status AA Departure from FF?,Status AA Not Independent?,Status Eng Ltr Contact,Status Eng Ltr Contact Email,Status OS Client,Status CAL Contact,Status CAL Contact Email,Status CAL Contact 2,Status CAL Contact Email 2,Status Depreciation Schedule Sent w/ CAL?,"Status Other Comments, Changes, etc.",Status Primary
460,Graham Michele.xlsm,,8345,8345.TAX,TRI-STATE ORTHO,TRI-STATE ORTHO,"MSK Holdings, LLC",MSK HOLDINGS LLC,225 Crosslake Drive,225 CROSSLAKE DR,Evansville,EVANSVILLE,Indiana,IN,47715,47715,12,12,,,1065,1065,Indiana and Kentucky,Indiana and Kentucky,,,,None,,,,,,,Casey Whetstine,Casey Whetstine,cwhetstine@tristate-ortho.com,cwhetstine@tristate-ortho.com,,,Casey Whetstine,Casey Whetstine,cwhetstine@tristate-ortho.com,cwhetstine@tristate-ortho.com,,,,,,,,,"Graham, Michele","Graham, Michele",,,Address,,State,,,,,,,AA Eng Ltr Type,,,,,,,,,,,,,
461,Graham Michele.xlsm,,9942,9942.TAX,TRI-STATE ORTHO,TRI-STATE ORTHO,"SCION Real Estate, LLC",SCION REAL ESTATE LLC,225 Crosslake Drive,225 CROSSLAKE DR,Evansville,EVANSVILLE,Indiana,IN,47715,47715,12,12,,,1065,1065,Indiana,Indiana,,,,None,,,,,,,Casey Whetstine,Casey Whetstine,cwhetstine@tristate-ortho.com,cwhetstine@tristate-ortho.com,,,Casey Whetstine,Casey Whetstine,cwhetstine@tristate-ortho.com,cwhetstine@tristate-ortho.com,,,,,,,,,"Graham, Michele","Graham, Michele",,,Address,,State,,,,,,,AA Eng Ltr Type,,,,,,,,,,,,,
462,Graham Michele.xlsm,,8592,8592.TAX,TRU EVENT,TRU EVENT,"T.R.U. Event Rental, Inc.",Z NLC - T.R.U. EVENT RENTAL INC,1519 North Fulton Avenue,1519 N FULTON AVE,Evansville,EVANSVILLE,Indiana,IN,47710,47710,12,12,,,1120S,1120S,"Indiana, Kentucky, and various Kentucky local returns","Indiana, Kentucky, and various Kentucky local returns",,,,None,,,,,,,Karen LeMond,Karen LeMond,karen@trueventrental.com,karen@trueventrental.com,,,Karen LeMond,Karen LeMond,karen@trueventrental.com,karen@trueventrental.com,,,,,Tax,,,,"Graham, Michele","Graham, Michele",,Client Name,Address,,State,,,,,,,AA Eng Ltr Type,,,,,,,,,,,Depreciation Schedule Sent w/ CAL?,,
463,Graham Michele.xlsm,,7465,7465.TAX,VARSITY LIQUORS,VARSITY LIQUORS,Varsity Liquors,VARSITY LIQUORS INC,687 North Green River Road,687 N GREEN RIVER RD,Evansville,EVANSVILLE,Indiana,IN,47715,47715,12,12,,,1120S,1120S,Indiana,Indiana,,,,None,,,,,,,Laura Perry,Laura Perry,laurasperry@me.com,laurasperry@me.com,X,T,Sarah Wittenbraker,Sarah Wittenbraker,wswittenbraker@hsccpa.com,wswittenbraker@hsccpa.com,,,,,,,,,"Graham, Michele","Graham, Michele",,Client Name,Address,,State,,,,,,,AA Eng Ltr Type,,,,,,OS Client,,,,,,,
464,Graham Michele.xlsm,,135585,135585.TAX,VIERRA,VIERRA,"Elizabethtown Smile Centres, PLLC",ELIZABETHTOWN SMILE CENTRES PLLC,118 Sears Avenue,118 SEARS AVE,Louisville,LOUISVILLE,Kentucky,KY,40207,40207,12,12,,,1120S,1120S,Kentucky and Elizabethtown,Kentucky and Elizabethtown,,,Comp - Full Disc,Comp - Full Disc,,,,,,,Ximena Vierra,Ximena Vierra,vierrax@icloud.com,vierrax@icloud.com,X,T,Angie Gardner,Angie Gardner,agardner@hsccpa.com,agardner@hsccpa.com,,,,,,,,,"Graham, Michele","Sizemore, Derek",,,Address,,State,,,,,,,,,,,,,OS Client,,,,,,,Primary
465,Graham Michele.xlsm,,135586,135586.TAX,VIERRA,VIERRA,"United Smile Centres II, PLLC",UNITED SMILE CENTRES II PLLC,118 Sears Avenue,118 SEARS AVE,Louisville,LOUISVILLE,Kentucky,KY,40207,40207,12,12,,,1120S,1120S,"Indiana, Kentucky, and Louisville","Indiana, Kentucky, and Louisville",,,Comp - Full Disc,Comp - Full Disc,,,,,,,Ximena Vierra,Ximena Vierra,vierrax@icloud.com,vierrax@icloud.com,X,T,Angie Gardner,Angie Gardner,agardner@hsccpa.com,agardner@hsccpa.com,,,,,,,,,"Graham, Michele","Sizemore, Derek",,,Address,,State,,,,,,,,,,,,,OS Client,,,,,,,Primary
466,Graham Michele.xlsm,,135587,135587.TAX,VIERRA,VIERRA,"Universal Smile Centres, PSC",UNIVERSAL SMILE CENTRES PSC,118 Sears Avenue,118 SEARS AVE,Louisville,LOUISVILLE,Kentucky,KY,40207,40207,12,12,,,1120S,1120S,"Indiana, Kentucky, and Louisville","Indiana, Kentucky, and Louisville",,,Comp - Full Disc,Comp - Full Disc,,,,,,,Ximena Vierra,Ximena Vierra,vierrax@icloud.com,vierrax@icloud.com,X,T,Angie Gardner,Angie Gardner,agardner@hsccpa.com,agardner@hsccpa.com,,,,,,,,,"Graham, Michele","Sizemore, Derek",,,Address,,State,,,,,,,,,,,,,OS Client,,,,,,,Primary
467,Graham Michele.xlsm,,9607,9607.TAX,WARRICK PARKS & TRAILS FOUNDATION INC,WARRICK PARKS AND TRAILS FOUNDATION INC,"Warrick Parks and Trails Foundation, Inc.",WARRICK PARKS & TRAILS FOUNDATION INC,"21 Southeast Third Street, Suite 900",PO BOX 224,Evansville,NEWBURGH,Indiana,IN,47708,47629,12,12,,,990,990,Indiana,Indiana,,,,None,,,,,,,Kevin Pass,Kevin Pass,kevinp@kpassallc.com,kevinp@kpassallc.com,,,Kevin Pass,Kevin Pass,kevinp@kpassallc.com,kevinp@kpassallc.com,,,,,,,,,"Graham, Michele","Hutchens, Pamela A",Client Group,Client Name,Address,City,State,ZipCode,,,,,,AA Eng Ltr Type,,,,,,,,,,,,,Primary
468,Graham Michele.xlsm,,8830,8830.TAX,WARRICK PUBLIC EDUCATION,WARRICK PUBLIC EDUCATION,Warrick Public Education Foundation,WARRICK PUBLIC EDUCATION FOUNDATION INC,P.O. Box 473,PO BOX 473,Newburgh,NEWBURGH,Indiana,IN,47629,47629-0473,12,12,,,990-EZ,990-EZ,Indiana,Indiana,,,,None,,,,,,,Mandy Cox,Mandy Cox,mcox@hsccpa.com,mcox@hsccpa.com,,,Mandy Cox,Mandy Cox,mcox@hsccpa.com,mcox@hsccpa.com,,,,,,,,,"Graham, Michele","Hutchens, Pamela A",,Client Name,,,State,ZipCode,,,,,,AA Eng Ltr Type,,,,,,,,,,,,,Primary
469,Graham Michele.xlsm,,9217,9217.TAX,WEST TERRACE BOOSTER CLUB,WEST TERRACE BOOSTER CLUB,"West Terrace Booster Club, Inc.",WEST TERRACE BOOSTER CLUB INC,"5625 Pearl Drive, Suite F",4825 BROADWAY AVENUE,Evansville,EVANSVILLE,Indiana,IN,47712,47712,12,12,,,990-EZ,990-EZ,Indiana,Indiana,,,,None,,,,,,,Chris Logan,Chris Logan,shlogan1@yahoo.com,shlogan1@yahoo.com,,,Chris Logan,Chris Logan,shlogan1@yahoo.com,shlogan1@yahoo.com,,,,,,,,,"Graham, Michele","Hutchens, Pamela A",,,Address,,State,,,,,,,AA Eng Ltr Type,,,,,,,,,,,,,Primary
470,Graham Michele.xlsm,,10109,10109.TAX,,TRI-STATE ORAL SURGERY LLC,Tri-State Oral Surgery,TRI-STATE ORAL SURGERY LLC,405 Bentee Wes Court,405 BENTEE WES COURT,Evansville,EVANSVILLE,Indiana,IN,47715,47715,12,12,,,1120S,1120S,Indiana,,,,,,,,,,,F,Dr. Mark Wohlford,,mewohlford@gmail.com,,,F,Dr. Mark Wohlford,,mewohlford@gmail.com,,,,,,,,,,"Graham, Michele","Theising, Susan",Client Group,Client Name,,,State,,,,,States/Localities,,,,,AA Not Independent?,Eng Ltr Contact,Eng Ltr Contact Email,OS Client,CAL Contact,CAL Contact Email,,,,,Primary
471,Graham Michele.xlsm,,10297,10297.TAX,BOOTS FAMILY,RYAN WOOD,"Forefront Community Therapy, Inc.","Z NLC - FOREFRONT COMMUNITY THERAPY, INC.","201 Southeast Fourth Street, Suite 150","201 SE 4TH ST, STE 150",Evansville,EVANSVILLE,Indiana,IN,47713,47713,12,12,,,990,,Federal only,,,,,,,,,,,,Ryan Wood,,ryan@forefronttherapy.org,,,,Ryan Wood,,ryan@forefronttherapy.org,,,,,,,,,,"Graham, Michele","Graham, Michele",Client Group,Client Name,Address,,State,,,,Tax Eng Ltr Type,States/Localities,,,,,,Eng Ltr Contact,Eng Ltr Contact Email,,CAL Contact,CAL Contact Email,,,,,
472,Graham Michele.xlsm,,10350,10350.TAX,APOLLO MEDICAL GROUP,APOLLO MEDICAL GROUP,"Apollo Medical Group of Northern Michigan, PLLC",APOLLO MEDICAL GROUP OF NORTHERN MICHIGAN PLLC,8437 Bell Oaks Drive #119,8437 BELL OAKS DRIVE #119,Newburgh,NEWBURGH,Indiana,IN,47630,47630,12,12,,,1065,,Indiana,,,,,,,,,,,F,Karim Elfar,,karim.elfar@apollomedicalgroup.net,,,F,Karim Elfar,,karim.elfar@apollomedicalgroup.net,,,,,,,,,,"Graham, Michele","Graham, Michele",,,,,State,,,,Tax Eng Ltr Type,States/Localities,,,,,AA Not Independent?,Eng Ltr Contact,Eng Ltr Contact Email,OS Client,CAL Contact,CAL Contact Email,,,,,
473,Graham Michele.xlsm,,10372,10372.TAX,BOOTS FAMILY,BOOTS FAMILY,BRYLEE F BOOTS TR - 2022,BRYLEE F BOOTS TR - 2022,3410 North Red Bank Road,3430 N RED BANK RD,Evansville,EVANSVILLE,Indiana,IN,47720,47720,12,12,,,1041,,,,,,,,,,,,,,Theresa Boots,,,,,,,,,,,,,,,,,,"Graham, Michele","Graham, Michele",,,Address,,State,,,,Tax Eng Ltr Type,,,,,,,Eng Ltr Contact,,,,,,,,,
474,Graham Michele.xlsm,,10373,10373.TAX,BOOTS FAMILY,BOOTS FAMILY,CAMDEN M BAUMANN TR - 2022,CAMDEN M BAUMANN TR - 2022,9623 Hogue Road,3430 NORTH RED BANK ROAD,Evansville,EVANSVILLE,Indiana,IN,47712,47720-2633,12,12,,,1041,,,,,,,,,,,,,,Theresa Boots,,,,,,,,,,,,,,,,,,"Graham, Michele","Graham, Michele",,,Address,,State,ZipCode,,,Tax Eng Ltr Type,,,,,,,Eng Ltr Contact,,,,,,,,,
475,Graham Michele.xlsm,,10374,10374.TAX,BOOTS FAMILY,BOOTS FAMILY,GRAYSON J BAUMANN TR - 2022,GRAYSON J BAUMANN TR - 2022,9623 Hogue Road,3430 NORTH RED BANK ROAD,Evansville,EVANSVILLE,Indiana,IN,47712,47720-2633,12,12,,,1041,,,,,,,,,,,,,F,Theresa Boots,,,,,F,,,,,,,,,,,,,"Graham, Michele","Graham, Michele",,,Address,,State,ZipCode,,,Tax Eng Ltr Type,,,,,,AA Not Independent?,Eng Ltr Contact,,OS Client,,,,,,,
476,Graham Michele.xlsm,,10375,10375.TAX,BOOTS FAMILY,BOOTS FAMILY,HADLEY M  BAUMANN TR - 2022,HADLEY M  BAUMANN TR - 2022,9623 Hogue Road,3430 NORTH RED BANK ROAD,Evansville,EVANSVILLE,Indiana,IN,47712,47720-2633,12,12,,,1041,,,,,,,,,,,,,,Theresa Boots,,,,,,,,,,,,,,,,,,"Graham, Michele","Graham, Michele",,,Address,,State,ZipCode,,,Tax Eng Ltr Type,,,,,,,Eng Ltr Contact,,,,,,,,,
477,Graham Michele.xlsm,,10376,10376.TAX,BOOTS FAMILY,BOOTS FAMILY,IRA BRANDON BOOTS TR - 2022,IRA BRANDON BOOTS TR - 2022,3410 North Red Bank Road,3430 N RED BANK RD,Evansville,EVANSVILLE,Indiana,IN,47720,47720,12,12,,,1041,,,,,,,,,,,,,F,Ira Brandon Boots,,,,,F,,,,,,,,,,,,,"Graham, Michele","Graham, Michele",,,Address,,State,,,,Tax Eng Ltr Type,,,,,,AA Not Independent?,Eng Ltr Contact,,OS Client,,,,,,,
478,Graham Michele.xlsm,,10377,10377.TAX,BOOTS FAMILY,1040 ONLY,ADDISON R BOOTS TR - 2022,ADDISON R BOOTS TR - 2022,3410 North Red Bank Road,3430 N RED BANK RD,Evansville,EVANSVILLE,Indiana,IN,47720,47720,12,12,,,1041,,,,,,,,,,,,,,Theresa Boots,,,,,,,,,,,,,,,,,,"Graham, Michele","Graham, Michele",Client Group,,Address,,State,,,,Tax Eng Ltr Type,,,,,,,Eng Ltr Contact,,,,,,,,,
479,Graham Michele.xlsm,,10378,10378.TAX,BOOTS FAMILY,BOOTS FAMILY,ALESSIA L BAUMANN TR - 2022,ALESSIA L BAUMANN TR - 2022,9623 Hogue Road,3430 NORTH RED BANK ROAD,Evansville,EVANSVILLE,Indiana,IN,47712,47720-2633,12,12,,,1041,,,,,,,,,,,,,F,Theresa Boots,,,,,F,,,,,,,,,,,,,"Graham, Michele","Graham, Michele",,,Address,,State,ZipCode,,,Tax Eng Ltr Type,,,,,,AA Not Independent?,Eng Ltr Contact,,OS Client,,,,,,,
480,Graham Michele.xlsm,,10379,10379.TAX,BOOTS FAMILY,BOOTS FAMILY,ANDREA L BAUMANN TR - 2022,ANDREA L BAUMANN TR - 2022,9623 Hogue Road,3430 NORTH RED BANK ROAD,Evansville,EVANSVILLE,Indiana,IN,47712,47720-2633,12,12,,,1041,,,,,,,,,,,,,,Andrea Baumann,,,,,,,,,,,,,,,,,,"Graham, Michele","Graham, Michele",,,Address,,State,ZipCode,,,Tax Eng Ltr Type,,,,,,,Eng Ltr Contact,,,,,,,,,
481,Graham Michele.xlsm,,10380,10380.TAX,BOOTS FAMILY,BOOTS FAMILY,BRODERICK D BAUMANN TR - 2022,BRODERICK D BAUMANN TR - 2022,9623 Hogue Road,3430 NORTH RED BANK ROAD,Evansville,EVANSVILLE,Indiana,IN,47712,47720-2633,12,12,,,1041,,,,,,,,,,,,,,Theresa Boots,,,,,,,,,,,,,,,,,,"Graham, Michele","Graham, Michele",,,Address,,State,ZipCode,,,Tax Eng Ltr Type,,,,,,,Eng Ltr Contact,,,,,,,,,
482,Olinger Scott.xlsm,,135407,135407.TAX,AMATROL,AMATROL,"Smart Automation Certification Alliance, Inc.",SMART AUTOMATION CERTIFICATION ALLIANCE INC,"3500 PNC Tower, 101 South Fifth Street",3500 PNC TOWER 101 SOUTH FIFTH ST,Louisville,LOUISVILLE,Kentucky,KY,40202,40202,12,12,,,990,990,No states,No states,,,,None,,,,,,F,James Wall,James Wall,jim.wall@saca.org,jim.wall@saca.com,,F,Brian Sizemore,Brian Sizemore,brian_sizemore@amatrol.com,brian_sizemore@amatrol.com,,,,,,,,,"Olinger, Scott","Olinger, Scott",,,Address,,State,,,,,,,AA Eng Ltr Type,,,AA Not Independent?,,Eng Ltr Contact Email,OS Client,,,,,,,
483,Olinger Scott.xlsm,,134671,134671.TAX,ANNE COATES,ANNE COATES,Anne E. Coates Maintenance Trust,COATES ANNE E MAINTENANCE TRUST,3622 Andrews Court,3622 ANDREWS COURT,Salem,SALEM,Illinois,IL,62881,62881,12,12,,,1041,1041,Illinois,Indiana and Illinois,,,,None,,,,,,,Anne Coates,Anne Coates,Annecoates@Hotmail.Com,Annecoates@Hotmail.Com,,,No CAL,,,,,,,,,,,,"Olinger, Scott","Olinger, Scott",,Client Name,,,State,,,,,States/Localities,,AA Eng Ltr Type,,,,,,,CAL Contact,,,,,,
484,Olinger Scott.xlsm,,134897,134897.TAX,ANNE COATES,ANNE COATES,Floyd E. Coates Irrevocable Trust,FLOYD E COATES IRREVOCABLE TRUST FBO ANN,3622 Andrews Court,3622 ANDREWS COURT,Salem,SALEM,Illinois,IL,62881,62881,12,12,,,1041,1041,Illinois,Indiana and Illinois,,,,None,,,,,,,Anne Coates,Anne Coates,Annecoates@Hotmail.Com,Annecoates@Hotmail.Com,,,No CAL,,,,,,,,,,,,"Olinger, Scott","Olinger, Scott",,Client Name,,,State,,,,,States/Localities,,AA Eng Ltr Type,,,,,,,CAL Contact,,,,,,
485,Olinger Scott.xlsm,,100956,100956.TAX,JY LEGNER,JY LEGNER,"Power Realty, LLC",POWER REALTY LLC,"340 North Evergreen Road, Suite 100",340 N EVERGREEN RD STE 100,Louisville,LOUISVILLE,Kentucky,KY,40243,40243,12,12,,,1065,1065,Kentucky and Louisville,Kentucky and Louisville,,,,None,,,,,,,Matt Linville,Matt Linville,mlinville@jyla.com,mlinville@jyla.com,,,Matt Linville,Matt Linville,mlinville@jyla.com,mlinville@jyla.com,Kim Massey,Kim Massey,kmassey@jyla.com,kmassey@jyla.com,Tax,,,,"Olinger, Scott","Olinger, Scott",,,Address,,State,,,,,,,AA Eng Ltr Type,,,,,,,,,,,Depreciation Schedule Sent w/ CAL?,,
486,Olinger Scott.xlsm,,135747,135747.TAX,JY LEGNER,JY LEGNER,"Ball Hollow Holdings, LLC",BALL HOLLOW HOLDINGS LLC,5810 Orion Road,,Louisville,,Kentucky,,40222,,12,12,,,1065,,Kentucky and Louisville,,,,,,,,,,,,Matt Linville,,mlinville@jyla.com,,,,No CAL-per LC,,mlinville@jyla.com,,,,,,,,,,"Olinger, Scott","Olinger, Scott",,,Address,City,State,ZipCode,,,Tax Eng Ltr Type,States/Localities,,,,,,Eng Ltr Contact,Eng Ltr Contact Email,,CAL Contact,CAL Contact Email,,,,,
487,Olinger Scott.xlsm,,135748,135748.TAX,JY LEGNER,JY LEGNER,"Linville QOF, LLC",LINVILLE QOF LLC,5810 Orion Road,5810 ORION ROAD,Louisville,LOUISVILLE,Kentucky,KY,40222,40222,12,12,,,1065,,Kentucky and Louisville,,,,,,,,,,,,Matt Linville,,mlinville@jyla.com,,,,No CAL-per LC,,mlinville@jyla.com,,,,,,,,,,"Olinger, Scott","Olinger, Scott",,,,,State,,,,Tax Eng Ltr Type,States/Localities,,,,,,Eng Ltr Contact,Eng Ltr Contact Email,,CAL Contact,CAL Contact Email,,,,,
488,Olinger Scott.xlsm,,135546,135546.TAX,FCI,FCI,"Flooring Concepts, Inc.",FLOORING CONCEPTS INC,1228 Bringham Drive,1228 BRINGHAM DRIVE,Sellersburg,SELLERSBURG,Indiana,IN,47172,47172,12,12,,,1120S,1120S,"Indiana, Kentucky, and Louisville","Indiana, Kentucky, and Louisville",,,Comp - No Disc,None,GAAP,,,,,,Kayla Temple,Kayla Temple,flooringconcepts22@sbcglobal.net,flooringconcepts22@sbcglobal.net,,,Kayla Temple,Kayla Temple,flooringconcepts22@sbcglobal.net,flooringconcepts22@sbcglobal.net,,,,,,,,,"Olinger, Scott","Olinger, Scott",,,,,State,,,,,,,AA Eng Ltr Type,AA Financial Framework (FF),,,,,,,,,,,,
489,Olinger Scott.xlsm,,100612,100612.TAX,JY LEGNER,JY LEGNER,"JY Legner Associates, Inc.",JY LEGNER ASSOCIATES INC,"340 North Evergreen Road, Suite 100",340 N EVERGREEN RD STE 100,Louisville,LOUISVILLE,Kentucky,KY,40243,40243-3001,12,12,,,1120S,1120S,"Indiana, Kentucky, North Carolina, Virginia, and various Kentucky local returns","Indiana, Kentucky, North Carolina, Virginia, and various Kentuck",,,Review,None,GAAP,,,,,,Matt Linville,Matt Linville,mlinville@jyla.com,mlinville@jyla.com,,,Matt Linville,Matt Linville,mlinville@jyla.com,mlinville@jyla.com,Kim Massey,Kim Massey,kmassey@jyla.com,kmassey@jyla.com,Tax,,,,,"Olinger, Scott",,,Address,,State,ZipCode,,,,States/Localities,,AA Eng Ltr Type,AA Financial Framework (FF),,,,,,,,,,Depreciation Schedule Sent w/ CAL?,,Primary
490,Olinger Scott.xlsm,,135272,135272.TAX,PROMEDIA,PROMEDIA,"Promedia Group, LLC",PROMEDIA GROUP LLC,4106 Reas Lane,4106 REAS LANE,New Albany,NEW ALBANY,Indiana,IN,47150,47150,12,12,,,1120S,1120S,"Indiana, Kentucky, and Louisville","Indiana, Kentucky, and Louisville",,,,None,,,,,,,Vicki Williamson,Vicki Williamson,Vicki@promediagroup.com,Vicki@promediagroup.com,,,Vicki Williamson,Vicki Williamson,Vicki@promediagroup.com,Vicki@promediagroup.com,,,,,Tax,,,,"Olinger, Scott","Olinger, Scott",,,,,State,,,,,,,AA Eng Ltr Type,,,,,,,,,,,Depreciation Schedule Sent w/ CAL?,,
491,Olinger Scott.xlsm,,100118,100118.TAX,UNIPAK,UNIPAK,"Unipak, LLC",UNIPAK LLC,2501 Plantside Drive,2501 PLANTSIDE DRIVE,Louisville,LOUISVILLE,Kentucky,KY,40299,40299,12,12,,,1120S,1120S,Kentucky and Louisville,Kentucky and Louisville,,,Comp - Full Disc,Comp - Full Disc,GAAP,GAAP,,,X,T,Nik Davidenkoff,Nick Davidenkoff,nik@unipak.cc,nik@unipak.cc,,,Nik Davidenkoff,Nik Davidenkoff,nik@unipak.cc,nik@unipak.cc,,,,,Book,,,,"Olinger, Scott","Caudill, Cyndi",,,,,State,,,,,,,,,,AA Not Independent?,Eng Ltr Contact,,,,,,,Depreciation Schedule Sent w/ CAL?,,Primary
492,Olinger Scott.xlsm,,135823,135823.TAX,JY LEGNER,JY LEGNER,"Legner Industries, LLC","LEGNER INDUSTRIES, LLC",340 North Evergreen Road,340 N EVERGREEN ROAD-SUITE 100,Louisville,LOUISVILLE,Kentucky,KY,40243,40243-3001,12,12,,,1065,,,,,,,,,,,,,,Josephone Legner,,jlegner@jyla.com,,,,Josephone Legner,,jlegner@jyla.com,,,,,,,,,,"Olinger, Scott","Olinger, Scott",,,Address,,State,ZipCode,,,Tax Eng Ltr Type,,,,,,,Eng Ltr Contact,Eng Ltr Contact Email,,CAL Contact,CAL Contact Email,,,,,
493,Reffett Cory.xlsm,,7853,7853.TAX,ARMOR FIRE,ARMOR FIRE,"Armor Fire Protection, LLC",BHFP LLC,P.O. Box 522,P.O. BOX 522,Henderson,HENDERSON,Kentucky,KY,42419,42419-0522,12,12,,,1120S,1120S,"Illinois, Indiana, Kentucky, Tennessee, and various Kentucky counties","Illinois, Indiana, Kentucky, Tennessee, and various Kentucky cou",,,,None,,,,,,,Bill Bridwell,Bill Bridwell,bb@armorfp.com,bb@armorfp.com,,,Bill Bridwell,Bill Bridwell,bb@armorfp.com,bb@armorfp.com,,,,,,,,,"Reffett, Cory","Reffett, Cory",,Client Name,,,State,ZipCode,,,,States/Localities,,AA Eng Ltr Type,,,,,,,,,,,,,
494,Reffett Cory.xlsm,,7100,7100.TAX,BMB,BMB,"Independent Leasing, LLC",INDEPENDENT LEASING LLC,3638 Citadel Circle,3638 CITADEL CIRCLE,Newburgh,NEWBURGH,Indiana,IN,47630,47630,12,12,,,1065,1065,Indiana,Indiana,,,,None,,,,,,,"Bruce Biggerstaff, Sr.","Bruce Biggerstaff, Sr.",bruce@bmbnewburgh.com,bruce@bmbnewburgh.com,X,T,Amy Alves,Carrie Young,aalves@hsccpa.com,cyoung@hsccpa.com,,,,,,,,,"Reffett, Cory","Reffett, Cory",,,,,State,,,,,,,AA Eng Ltr Type,,,,,,OS Client,CAL Contact,CAL Contact Email,,,,,
495,Reffett Cory.xlsm,,8615,8615.TAX,BMB,BMB,"Land Visions, LLC",Z NLC - LAND VISIONS LLC,3614 Citadel Circle,3614 CITADEL CIR,Newburgh,NEWBURGH,Indiana,IN,47630,47630,12,12,,,1065,1065,Indiana,Indiana,,,,None,,,,,,,"Bruce Biggerstaff, Sr.","Bruce Biggerstaff, Sr.",bruce@bmbnewburgh.com,bruce@bmbnewburgh.com,X,T,Amy Alves,Carrie Young,aalves@hsccpa.com,cyoung@hsccpa.com,,,,,,,,,"Reffett, Cory","Reffett, Cory",,Client Name,Address,,State,,,,,,,AA Eng Ltr Type,,,,,,OS Client,CAL Contact,CAL Contact Email,,,,,
496,Reffett Cory.xlsm,,9050,9050.TAX,BMB,BMB,"TVP Development, LLC",Z NLC - TVP DEVELOPMENT LLC,3614 Citadel Circle,3614 CITADEL CIRCLE,Newburgh,NEWBURGH,Indiana,IN,47630,47630,12,12,,,1065,1065,Indiana,Indiana,,,,None,,,,,,,"Bruce Biggerstaff, Sr.","Bruce Biggerstaff, Sr.",bruce@bmbnewburgh.com,bruce@bmbnewburgh.com,X,T,Amy Alves,Carrie Young,aalves@hsccpa.com,cyoung@hsccpa.com,,,,,,,,,"Reffett, Cory","Reffett, Cory",,Client Name,,,State,,,,,,,AA Eng Ltr Type,,,,,,OS Client,CAL Contact,CAL Contact Email,,,,,
497,Reffett Cory.xlsm,,9337,9337.TAX,C AND C PUMPS,C AND C PUMPS,"Greater Pump Holdings, Inc.",GREATER PUMP HOLDINGS INC,13085 Route 37,13085 ROUTE 37,Marion,MARION,Illinois,IL,62959,62959-7070,12,12,,,1120S,1120S,"Illinois, Kentucky, Missouri, and Texas","Illinois, Kentucky, Missouri, and Texas",,,,None,,,,,,,Georgia Petro,Georgia Petro,gpetro@candcpumps.com,gpetro@candcpumps.com,,,Georgia Petro,Georgia Petro,gpetro@candcpumps.com,gpetro@candcpumps.com,,,,,,,,,"Reffett, Cory","Reffett, Cory",,,,,State,ZipCode,,,,,,AA Eng Ltr Type,,,,,,,,,,,,,
498,Reffett Cory.xlsm,,9340,9340.TAX,C AND C PUMPS,C AND C PUMPS,The C Szablewski Foundation,THE C SZABLEWSKI FOUNDATION,13085 Route 37,13085 ROUTE 37,Marion,MARION,Illinois,IL,62959,62959-7070,12,12,,,990-PF,990-PF,Illinois,Illinois,,,,None,,,,,,,Georgia Petro,Georgia Petro,gpetro@candcpumps.com,gpetro@candcpumps.com,,,Georgia Petro,Georgia Petro,gpetro@candcpumps.com,gpetro@candcpumps.com,,,,,,,,,"Reffett, Cory","Reffett, Cory",,,,,State,ZipCode,,,,,,AA Eng Ltr Type,,,,,,,,,,,,,
499,Reffett Cory.xlsm,,9902,9902.TAX,EARTHYSANS,EARTHYSANS,"Earthysans, Inc.",EARTHYSANS INC,"101 Southeast First Street, Apt. 4F",508 S Runnymeade Ave,Evansville,EVANSVILLE,Indiana,IN,47708,47714,12,12,,,1120,1120,Indiana,Indiana,,,,,,,,,,F,Franklin H. Molina Cordova,Andrea Molina,andremolinacarreno@gmail.com,earthysans@gmail.com,,F,Franklin H. Molina Cordova,Angela Molina,andremolinacarreno@gmail.com,earthysans@gmail.com,,,,,,,,,"Reffett, Cory","Vogel, Mike",,,Address,,State,ZipCode,,,,,,,,,AA Not Independent?,Eng Ltr Contact,Eng Ltr Contact Email,OS Client,CAL Contact,CAL Contact Email,,,,,Primary
